time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452700000	3.64878	18.0949	5.01965	3.89721	0.45345	lidar	2.74088	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49577	17.9454	4.86608	3.91526	0.440915	radar	3.49679	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25894	17.7768	4.96353	3.91603	0.415403	lidar	1.20874	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.0691	17.5935	5.07384	3.94002	0.426362	radar	2.17048	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89749	17.4748	5.00343	3.94451	0.40969	lidar	6.23757	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.74333	17.2598	5.11507	3.98707	0.443882	radar	2.73053	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.56793	17.0706	5.12299	4.00566	0.43979	lidar	0.0254278	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41143	16.9063	4.94635	4.01421	0.414444	radar	2.31396	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25088	16.7346	4.93041	4.02886	0.408221	lidar	0.517484	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07891	16.538	4.89106	4.04001	0.391408	radar	4.79851	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92136	16.3081	4.94408	4.06632	0.39756	lidar	2.21928	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77427	16.132	4.85041	4.07702	0.382509	radar	0.818162	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56688	15.9637	4.90451	4.06591	0.348412	lidar	1.78846	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43022	15.7322	5.0419	4.10129	0.376888	radar	2.06244	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.25442	15.5114	5.10179	4.11099	0.365665	lidar	0.679606	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.09917	15.319	5.05675	4.11806	0.350302	radar	1.02022	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.881008	15.0964	5.17249	4.10894	0.318809	lidar	2.06528	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.744391	14.9181	5.02828	4.11489	0.300893	radar	2.59379	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.649458	14.7073	4.97385	4.14731	0.320897	lidar	0.519055	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.529588	14.4654	5.08725	4.17898	0.344614	radar	1.78575	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.352302	14.2401	5.15567	4.17831	0.323654	lidar	0.724087	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.213781	13.9859	5.33404	4.20413	0.343557	radar	2.36671	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.212731	13.7399	5.20012	4.2725	0.402588	lidar	4.24888	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.100415	13.4962	5.27567	4.2949	0.408667	radar	0.647588	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0671769	13.2598	5.33577	4.2895	0.378595	lidar	1.05504	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.182887	13.0442	5.20381	4.29588	0.358131	radar	1.40905	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.174103	12.8252	5.06207	4.35553	0.407903	lidar	3.8344	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.285424	12.6009	4.96108	4.36019	0.384208	radar	3.06731	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.404479	12.3667	4.99499	4.36486	0.367075	lidar	0.345171	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.519059	12.1591	4.93151	4.36428	0.342884	radar	3.5272	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.594626	11.9446	4.8997	4.38184	0.344015	lidar	0.475967	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.714075	11.7154	4.90628	4.37986	0.320142	radar	2.76768	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.915443	11.4672	5.03195	4.34506	0.260086	lidar	4.58907	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.00588	11.245	4.90501	4.35014	0.243502	radar	2.44391	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.18742	11.0163	4.98725	4.32089	0.195432	lidar	2.78375	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.27161	10.7691	5.09886	4.34265	0.216332	radar	1.34253	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.40697	10.5114	5.17044	4.33674	0.196467	lidar	0.990615	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.50296	10.2464	5.26948	4.3521	0.206926	radar	1.16005	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59725	10.0373	5.21395	4.35715	0.201924	lidar	2.13569	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.6822	9.81026	5.14018	4.36467	0.196059	radar	0.609594	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.75402	9.59288	5.08823	4.37807	0.200906	lidar	0.807833	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87248	9.33691	5.20418	4.37778	0.19301	radar	2.51647	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.96056	9.03937	5.28889	4.39114	0.19579	lidar	3.85497	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.04024	8.82096	5.16152	4.39407	0.182421	radar	2.00996	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13836	8.56822	5.19102	4.39622	0.174168	lidar	0.138908	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.27142	8.31053	5.24959	4.38281	0.147338	radar	2.78947	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31177	8.08245	5.1751	4.40664	0.166914	lidar	0.853085	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.36529	7.87584	5.06578	4.41972	0.171558	radar	5.45072	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48427	7.62176	5.12973	4.40972	0.149794	lidar	0.821756	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64206	7.38713	5.08437	4.37354	0.0883639	radar	5.66012	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.74982	7.13003	5.13668	4.36954	0.0781559	lidar	0.402377	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.80912	6.8982	5.13704	4.38809	0.101082	radar	1.63049	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.8425	6.69922	5.01116	4.40922	0.120607	lidar	2.22457	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.89157	6.48733	4.85054	4.41551	0.111049	radar	3.39262	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.94805	6.25376	4.83871	4.42695	0.117692	lidar	0.149246	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.07206	6.00136	4.95313	4.41264	0.0963837	radar	4.03574	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16428	5.72019	5.0522	4.41263	0.0894855	lidar	1.98607	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.27301	5.47339	5.02237	4.39382	0.0504343	radar	2.41303	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3762	5.20674	5.10106	4.38828	0.0405512	lidar	0.777044	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.44504	4.96122	5.11877	4.39926	0.0553922	radar	0.178385	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57037	4.67176	5.26019	4.38692	0.0376616	lidar	2.24482	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68167	4.4169	5.24486	4.36766	-0.00060457	radar	2.2674	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.82352	4.13536	5.37893	4.35025	-0.0197847	lidar	2.32999	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.90101	3.89727	5.35532	4.36153	0.00300369	radar	1.2682	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96761	3.67213	5.26917	4.36836	0.00989651	lidar	0.809981	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.0619	3.476	5.14062	4.35382	-0.0179133	radar	4.22416	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15261	3.23223	5.14808	4.35313	-0.0176829	lidar	0.00890291	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27223	2.9719	5.21178	4.33742	-0.0433174	radar	0.851933	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36556	2.69238	5.29007	4.34023	-0.0377021	lidar	1.21146	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45142	2.4442	5.28381	4.34514	-0.0260314	radar	0.166839	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55921	2.17354	5.35467	4.34301	-0.0258122	lidar	0.539276	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66782	1.94285	5.32952	4.32032	-0.0717935	radar	4.18862	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78742	1.66025	5.43486	4.31704	-0.0691244	lidar	1.26185	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91163	1.40674	5.47496	4.30187	-0.0906625	radar	0.45733	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96587	1.18581	5.34219	4.30794	-0.0838876	lidar	5.26674	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05778	0.980035	5.22845	4.30324	-0.0834425	radar	1.1874	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11485	0.758229	5.13649	4.30873	-0.076754	lidar	3.80294	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21395	0.448254	5.32294	4.3155	-0.0670194	radar	5.30983	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28727	0.213354	5.26948	4.31828	-0.0625167	lidar	1.5214	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39565	-0.146445	5.47064	4.34438	-0.0115472	radar	5.83474	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46633	-0.4025	5.44259	4.35101	-0.00580108	lidar	3.02817	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.57843	-0.648017	5.39386	4.34547	-0.0102064	radar	9.22075	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.70893	-0.881221	5.30999	4.33445	-0.0186537	lidar	9.93046	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.81542	-1.13059	5.37532	4.33092	-0.0237257	radar	8.89957	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.91067	-1.37144	5.33282	4.3299	-0.0239557	lidar	0.562117	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-5.99872	-1.6197	5.33386	4.33126	-0.022735	radar	1.27952	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.12808	-1.82305	5.20536	4.31822	-0.0349406	lidar	6.10965	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.259	-2.08857	5.41474	4.30797	-0.0562614	radar	7.43276	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.36305	-2.30759	5.33172	4.30188	-0.0619172	lidar	1.54734	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.50517	-2.51981	5.28896	4.28526	-0.0805629	radar	7.09743	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.6459	-2.70569	5.1813	4.26542	-0.103046	lidar	4.79304	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.79331	-2.93023	5.24714	4.24654	-0.12742	radar	4.27131	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.89474	-3.15398	5.21524	4.24262	-0.1257	lidar	0.617448	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.02299	-3.3715	5.19539	4.23063	-0.134584	radar	0.711047	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.14676	-3.53547	5.07267	4.20868	-0.160647	lidar	4.08538	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.29563	-3.78078	5.16932	4.19662	-0.166579	radar	3.98806	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.44932	-3.89595	4.99287	4.15357	-0.221375	lidar	9.37846	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.59496	-4.1034	5.0648	4.13439	-0.236865	radar	1.32399	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.76072	-4.30561	5.06913	4.11168	-0.25143	lidar	0.783718	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.91575	-4.51772	5.09905	4.09613	-0.255772	radar	0.409883	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.09039	-4.7343	5.1349	4.07754	-0.262282	lidar	1.16939	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.23646	-4.92002	4.98577	4.06498	-0.257288	radar	1.94294	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.37849	-5.11772	4.97791	4.05519	-0.253549	lidar	0.1061	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.53148	-5.26732	4.84104	4.0303	-0.268132	radar	3.29054	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.72614	-5.45601	4.88042	4.0039	-0.283389	lidar	2.09952	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89355	-5.64148	4.89164	3.98763	-0.285856	radar	0.282749	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05348	-5.81957	4.88344	3.9732	-0.28621	lidar	0.0353162	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.20008	-5.95777	4.74672	3.95296	-0.293142	radar	5.03386	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3735	-6.05495	4.65814	3.91113	-0.327706	lidar	3.29724	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55799	-6.22916	4.72786	3.89373	-0.329019	radar	1.2486	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69842	-6.43982	4.75571	3.90507	-0.295462	lidar	1.25165	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92777	-6.59688	4.91089	3.86914	-0.321864	radar	6.88419	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1299	-6.77004	4.94452	3.85154	-0.323033	lidar	0.687943	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3216	-6.92425	4.98197	3.83232	-0.327344	radar	0.73485	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5503	-7.11811	5.06578	3.81824	-0.323274	lidar	3.94322	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7606	-7.25303	5.06717	3.79065	-0.337048	radar	1.43997	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0049	-7.42847	5.14378	3.7704	-0.339846	lidar	3.53286	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1957	-7.56043	5.04399	3.75216	-0.341518	radar	1.30524	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3396	-7.72112	4.9816	3.7595	-0.313809	lidar	3.43861	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5369	-7.84241	4.93341	3.73776	-0.321184	radar	1.5416	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7089	-7.95343	4.86582	3.72115	-0.322639	lidar	2.66279	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9005	-8.06259	4.73275	3.69951	-0.329449	radar	1.14496	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1073	-8.16032	4.71629	3.67193	-0.34253	lidar	0.322117	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3411	-8.28817	4.92117	3.65284	-0.343539	radar	2.86054	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5401	-8.37704	4.87347	3.62846	-0.352355	lidar	1.45638	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7415	-8.4632	4.73718	3.6029	-0.362941	radar	1.44191	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0186	-8.56137	4.82527	3.56691	-0.382848	lidar	4.37799	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.272	-8.66216	4.94441	3.5428	-0.387066	radar	2.71997	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4905	-8.71534	4.90174	3.50915	-0.403991	lidar	1.66869	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6973	-8.76115	4.71906	3.47414	-0.424495	radar	3.51327	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9238	-8.87371	4.74606	3.46803	-0.406829	lidar	1.07068	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1837	-8.96275	4.94918	3.45126	-0.398736	radar	2.78198	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4089	-9.07825	4.95391	3.45142	-0.37556	lidar	0.743769	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6353	-9.15085	4.88951	3.43282	-0.376753	radar	0.389825	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.924	-9.15232	4.9467	3.37566	-0.420491	lidar	2.02084	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1846	-9.22536	4.98378	3.35885	-0.415559	radar	4.48045	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4535	-9.34182	5.04846	3.36171	-0.388231	lidar	5.21214	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6891	-9.37699	4.90353	3.33177	-0.405003	radar	2.13457	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9473	-9.4604	4.94345	3.32586	-0.388527	lidar	2.05199	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1936	-9.4762	4.88369	3.29186	-0.407644	radar	2.20819	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4439	-9.46932	4.89012	3.25262	-0.429094	lidar	0.626616	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6529	-9.47851	4.78865	3.22701	-0.436011	radar	4.9564	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9412	-9.45871	4.86947	3.18276	-0.461362	lidar	1.77843	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1955	-9.51698	4.95371	3.18452	-0.429363	radar	7.76335	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.459	-9.53177	4.9823	3.16439	-0.427844	lidar	0.485289	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7139	-9.52551	4.94068	3.13528	-0.43986	radar	1.70958	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9706	-9.49019	4.96052	3.09895	-0.456054	lidar	0.293842	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2094	-9.45997	4.8918	3.06576	-0.4718	radar	0.659973	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4051	-9.50465	4.79609	3.07431	-0.435549	lidar	1.81316	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.641	-9.49405	4.85011	3.06029	-0.422548	radar	1.74474	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8928	-9.4797	4.86698	3.04213	-0.419244	lidar	0.267825	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1222	-9.44333	4.88669	3.02018	-0.417372	radar	3.90652	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3745	-9.31872	4.93428	2.95857	-0.463206	lidar	3.27787	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6042	-9.24858	4.86025	2.92085	-0.485234	radar	1.18935	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8628	-9.11851	4.93225	2.86416	-0.52163	lidar	1.58004	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1017	-9.01643	4.95742	2.82481	-0.536126	radar	5.0293	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2577	-9.15663	4.69058	2.89167	-0.431686	lidar	13.6752	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.497	-9.11638	4.73934	2.88216	-0.414846	radar	1.6194	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7222	-9.0139	4.75875	2.84458	-0.433586	lidar	0.786	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9652	-8.93435	4.77708	2.81886	-0.439912	radar	2.5597	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1595	-8.86558	4.7167	2.79976	-0.436358	lidar	1.06717	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3924	-8.78136	4.71501	2.77505	-0.442416	radar	1.97599	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5801	-8.75793	4.61327	2.77821	-0.413921	lidar	1.27177	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7647	-8.63299	4.48018	2.72758	-0.459375	radar	6.09829	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9684	-8.54944	4.47285	2.70845	-0.455115	lidar	0.0344072	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1788	-8.44473	4.54956	2.6886	-0.445333	radar	2.19769	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4172	-8.33395	4.61683	2.66572	-0.4465	lidar	1.5047	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6048	-8.22669	4.56172	2.63896	-0.454904	radar	0.774637	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8609	-7.96171	4.80868	2.55885	-0.518917	lidar	6.70205	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0488	-7.81848	4.71597	2.51555	-0.55267	radar	3.61079	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2855	-7.62822	4.84896	2.47441	-0.567826	lidar	2.36204	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4877	-7.48184	4.92205	2.46052	-0.540377	radar	1.6147	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6511	-7.34321	4.85868	2.43678	-0.536682	lidar	0.693567	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8444	-7.17737	4.9016	2.41263	-0.530065	radar	0.866324	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9976	-7.09871	4.74154	2.4128	-0.501315	lidar	2.03851	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1658	-6.91743	4.73888	2.37524	-0.519417	radar	1.99986	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3358	-6.64925	4.88774	2.31431	-0.55705	lidar	3.27046	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5025	-6.47359	4.85142	2.28271	-0.56976	radar	3.52113	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5916	-6.35347	4.65898	2.2618	-0.56106	lidar	5.18255	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7315	-6.16838	4.6579	2.23155	-0.563087	radar	0.308321	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
